name,categories,rating,review_count,phone,address,city,state,postal_code,website,email,source,latitude,longitude,url,instagram,facebook,tiktok,youtube
Northstar HVAC & Refrigeration Inc.,"general_contractor, point_of_interest, establishment",5,72,+1 224-398-9199,"3825 Countryside Ln, Glenview, IL 60025, United States",,,,https://www.northstarhvacr.net/,info@northstarhvacr.net,google_places,42.0703805,-87.85113059999999,https://www.google.com/maps/place/?q=place_id:ChIJi0Wl6TinU4ERClwD4vU24fI,https://www.instagram.com/northstar_hvacr,https://www.facebook.com/profile.php,,
MODERN HVAC TECHNOLOGY LLC,"general_contractor, point_of_interest, establishment",5,92,+1 312-502-9394,"5555 N Sheridan Rd Suite 3, Chicago, IL 60640, United States",,,,https://modernhvactech.com/services-we-offer-in-chicago/,modernhvactech@gmail.com%20,google_places,41.98333299999999,-87.6546058,https://www.google.com/maps/place/?q=place_id:ChIJ_RqHj_vRD4gR8kit8c9FYTQ,https://www.instagram.com/modernhvactech/,https://www.facebook.com/modernhvactech/,https://www.tiktok.com/@modernhvactechnol,
"Hot Cold Air Heating, Air Conditioning & Air Duct Cleaning","general_contractor, point_of_interest, establishment",4.7,217,+1 224-232-5488,"310 Melvin Dr Ste 13, Northbrook, IL 60062, United States",,,,http://www.hotcoldair.us/,first.last@email.com,google_places,42.1469053,-87.8513306,https://www.google.com/maps/place/?q=place_id:ChIJb2s6NmKlD4gRJfCV7w4P0xA,https://www.instagram.com/hotcoldair.us/,https://www.facebook.com/tr,,
"All Day Comfort HVAC, Inc.","general_contractor, point_of_interest, establishment",5,82,+1 708-439-4447,"4850 158th St #1, Oak Forest, IL 60452, United States",,,,https://www.alldaycomfort1.com/,,google_places,41.6052313,-87.7383074,https://www.google.com/maps/place/?q=place_id:ChIJmZiD04w9DogRCPpPK4ezFEU,,https://www.facebook.com/Alldaycomfort/,,
One Hour Heating & Air Conditioning of Hazel Crest,"general_contractor, point_of_interest, establishment",4.9,86,+1 708-218-9284,"17508 E Carriageway Dr Ste E, Hazel Crest, IL 60429, United States",,,,https://www.onehourheatandair.com/hazelcrest/?utm_source=gbp&utm_medium=organic&utm_campaign=638755_-OH0747-,Info.0747@onehourair.com,google_places,41.57094,-87.690755,https://www.google.com/maps/place/?q=place_id:ChIJBQubKXHosYkR1Miv-HdPwCI,https://www.instagram.com/onehourheatair/,https://www.facebook.com/OneHourHazelCrest,,https://www.youtube.com/channel/UCTbwsdC5RUzSc-YVdK8ypPA
All American HVAC Co,"general_contractor, point_of_interest, establishment",5,10,+1 847-253-0123,"668 E Northwest Hwy, Mt Prospect, IL 60056, United States",,,,https://www.allamericanhvaconline.com/,,google_places,42.0597178,-87.9278102,https://www.google.com/maps/place/?q=place_id:ChIJQ65E9v25D4gRFiUSS1CfPLE,,https://www.facebook.com/allamericanhvacco/,,
"Adam’s HVAC, Inc. Heating and Cooling","general_contractor, point_of_interest, establishment",5,42,+1 773-556-6401,"2103 E Seminole Ln, Mt Prospect, IL 60056, United States",,,,http://adamshvacinc.com/,,google_places,42.1019367,-87.8900614,https://www.google.com/maps/place/?q=place_id:ChIJDf3RDwGNUSgR6igWS_GWqnM,https://www.instagram.com/adamshvacinc,https://www.facebook.com/AdamsHvacInc,,
Excellent HVAC Duct Cleaning.Inc,"general_contractor, point_of_interest, establishment",4.9,123,+1 773-440-4313,"8100 Washington St, Niles, IL 60714, United States",,,,http://excellenthvac24.com/,,google_places,42.02775279999999,-87.8263492,https://www.google.com/maps/place/?q=place_id:ChIJ_Xv4S_7ID4gRBkR-33azA1E,,https://www.facebook.com/Excellent-HVAC-Duct-Cleaning-262752487221745/,,
Fiebrandt HVAC,"general_contractor, point_of_interest, store, establishment",4.3,17,+1 630-973-8867,"112 E St Charles Rd, Villa Park, IL 60181, United States",,,,http://fiebrandthvac.com/,service@fiebrandthvac.com,google_places,41.88995449999999,-87.97582,https://www.google.com/maps/place/?q=place_id:ChIJEZUF9-ZMDogRpWWxq4A6w-g,,https://www.facebook.com/Fiebrandthvac/,,
TOTAL HVAC Heating & Cooling,"general_contractor, point_of_interest, establishment",5,46,,"9515 Indianapolis Blvd, Highland, IN 46322, United States",,,,http://www.totalhvacllc.com/,Gracontruction@gmail.com,google_places,41.5408341,-87.470556,https://www.google.com/maps/place/?q=place_id:ChIJjcP3LQffEYgRvjlSe0bmqLY,,https://www.facebook.com/TotalHvacHeatCool,,
HVAC Professors,"general_contractor, point_of_interest, establishment",5,11,+1 847-990-8374,"15 E Palatine Rd #116, Prospect Heights, IL 60070, United States",,,,https://www.hvacprofessors.com/,info@hvacprofessors.com,google_places,42.1091276,-87.9053776,https://www.google.com/maps/place/?q=place_id:ChIJrWbIKne5D4gRUsHU9YF6Pe4,https://www.instagram.com/hvacprofessors/,https://www.facebook.com/tr,,
Four Elements Service HVAC & Refrigeration,"general_contractor, point_of_interest, establishment",4.9,76,+1 847-393-9311,"221 Rosehall Dr, Lake Zurich, IL 60047, United States",,,,https://fourelementservice.com/?utm_campaign=gmb,service@fourelementservice.com,google_places,42.1897149,-88.0950677,https://www.google.com/maps/place/?q=place_id:ChIJ5dxjktbPD4gRlm49XR2iuyM,https://www.instagram.com/fourelementsservice/,https://www.facebook.com/fourelementsservicecompany,,https://www.youtube.com/channel/UCC8MpjuwnFlpbQniJXxiyMw
Proven Roofing & Construction,"roofing_contractor, home_goods_store, general_contractor, point_of_interest, store, establishment",4.9,155,+1 847-348-9631,"960 Rand Rd Suite 103 Ste 103, Des Plaines, IL 60016, United States",,,,http://provenroof.com/,info@provenroof.com,google_places,42.0566954,-87.9010496,https://www.google.com/maps/place/?q=place_id:ChIJF1574LW3D4gRnZ_3i3dtef4,https://instagram.com/provenroofingchicago,https://facebook.com/provenroofingconstruction,,
Edwin's Roofing and Gutters PLLC,"roofing_contractor, general_contractor, point_of_interest, establishment",5,178,+1 872-214-5081,"4702 W Ohio St, Chicago, IL 60644, United States",,,,https://edwinroofing.expert/,contact@edwinroofing.expert,google_places,41.8917424,-87.7437027,https://www.google.com/maps/place/?q=place_id:ChIJW8OIKrH0K44RqIZteEaV734,,,,
Chicago Flat Roofing Contractors | Residential & Commercial Roofing Repairs,"roofing_contractor, general_contractor, point_of_interest, establishment",4.8,170,+1 773-209-1468,"1347 N Western Ave, Chicago, IL 60622, United States",,,,https://www.chicagoflatroofingcontractors.org/,sunnyross78@gmail.com,google_places,41.9062142,-87.6867934,https://www.google.com/maps/place/?q=place_id:ChIJzdyTrJzTD4gRnZIUuhN_WYc,https://instagram.com/chicagoflatroofingcontractors/,https://facebook.com/chicagoflatroofingcontractors,,
Budget Roofing,"roofing_contractor, point_of_interest, establishment",4.9,127,+1 630-473-7734,"1415 W 22nd St Tower Floor, Oak Brook, IL 60523, United States",,,,http://www.budget-roofing.com/,,google_places,41.8456775,-87.9781363,https://www.google.com/maps/place/?q=place_id:ChIJSX5JEGZNDogRSWAOrUvjmVY,,,,
George and Son's HVAC Inc.,"general_contractor, point_of_interest, establishment",4.7,54,+1 630-960-0308,"8412 Wilmette Ave Ste G, Darien, IL 60561, United States",,,,https://georgeandsonshvac.com/,george@georgeandsonshvac.com,google_places,41.734928,-87.9701554,https://www.google.com/maps/place/?q=place_id:ChIJ8U97AoNFDogRF4aRZ4yqwZA,https://www.instagram.com/georgeandsonshvac,https://www.facebook.com/georgeandsonshvac/,,
Pulaski Roofing & Engineering,"roofing_contractor, point_of_interest, establishment",4.8,81,+1 708-762-1005,"7301 W 25th St, Riverside, IL 60546, United States",,,,https://www.pulaskiroofing.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,,google_places,41.8457057,-87.80617509999999,https://www.google.com/maps/place/?q=place_id:ChIJ_wOpZk80DogRXClto2PEJj8,,,,
Chicago Roofing Solutions,"roofing_contractor, point_of_interest, establishment",4.6,155,+1 312-588-6969,"1655 S Blue Island Ave Ste 340, Chicago, IL 60608, United States",,,,http://chicagoroofingsolution.com/,info@chicagoroofingsolution.com,google_places,41.8581732,-87.6604624,https://www.google.com/maps/place/?q=place_id:ChIJDQqzVwAtDogRDwiOsv-2lfI,,https://www.facebook.com/jmiller323/,,
Done Right Roofing,"roofing_contractor, point_of_interest, establishment",4.7,88,+1 708-631-7762,"4721 S Cicero Ave, Chicago, IL 60632, United States",,,,https://godonerightroofing.com/,donerightroofing5@gmail.com,google_places,41.8069225,-87.7427652,https://www.google.com/maps/place/?q=place_id:ChIJjTv-RSc3DogRA5IRqhf8j-I,,,,
Ivan's Roofing and Remodeling,"roofing_contractor, general_contractor, point_of_interest, establishment",4.8,94,+1 219-308-7784,"7325 Kennedy Ave, Hammond, IN 46323, United States",,,,http://www.ivansroofingandremodeling.com/,ivanroofing@hotmail.com,google_places,41.5801939,-87.46117249999999,https://www.google.com/maps/place/?q=place_id:ChIJD4XA77HhEYgR7jXSQ8CQR8k,https://instagram.com/ivans.roofing,https://facebook.com/ivansroofingcompany,https://tiktok.com/@ivans.roofing,https://www.youtube.com/embed/Uy4dTP1B-BI
Reliable Roofing,"roofing_contractor, general_contractor, point_of_interest, establishment",5,44,+1 312-709-0603,"3605 N Damen Ave, Chicago, IL 60618, United States",,,,http://www.reliableroofingchicago.com/,josh.reliableroofing@gmail.com,google_places,41.9470546,-87.6783374,https://www.google.com/maps/place/?q=place_id:ChIJ9xPKnWLLD4gR0CU16rAEVMk,,https://facebook.com/Reliable-Roofing-104857898731923,,
Perfection Roofing PLLC,"roofing_contractor, point_of_interest, establishment",5,13,+1 630-596-6571,"282 Country Club Dr, Addison, IL 60101, United States",,,,http://perfectionroofingllc.com/,perfectionroofing@perfectionroofingllc.com,google_places,41.93261940000001,-88.0091796,https://www.google.com/maps/place/?q=place_id:ChIJVVURKYOyD4gRCEf8jEQyzZ4,,https://www.facebook.com/perfectionroof,,
Roofing Gurus - Licensed roofing contractors for Roof Replacement & Leak Repair Chicago,"roofing_contractor, insurance_agency, point_of_interest, establishment",5,103,+1 773-742-1331,"21 S Howard Ave, Roselle, IL 60172, United States",,,,https://www.roofing-gurus.com/,info@roofing-gurus.com,google_places,41.9824472,-88.07439839999999,https://www.google.com/maps/place/?q=place_id:ChIJDVY1rDurD4gRSg0YbJePD74,https://www.instagram.com/roofing_gurus/,,,https://www.youtube.com/channel/UC8TEwcjCxSatxa01qH2_p8g
Driscoll Roofing,"roofing_contractor, point_of_interest, establishment",4.4,40,+1 630-628-7800,"710 W Lake St, Addison, IL 60101, United States",,,,http://driscollroofing.com/,info@driscollroofing.com,google_places,41.9406027,-88.0078881,https://www.google.com/maps/place/?q=place_id:ChIJbRfQkICyD4gRjo_uDfIidcQ,,https://www.facebook.com/pg/driscollroofing/reviews/,,
Second City Roofing & Exteriors,"roofing_contractor, general_contractor, point_of_interest, establishment",4.3,88,+1 773-384-6300,"3006 W Diversey Ave, Chicago, IL 60647, United States",,,,http://www.secondcityconstruction.com/,secondcityconstruction@yahoo.com,google_places,41.93225049999999,-87.70289149999999,https://www.google.com/maps/place/?q=place_id:ChIJDXZrTnnND4gRyXQQEiQs8cA,https://instagram.com/secondcityroofingexteriors/,https://facebook.com/roofing.chicago/,,
Alamo Roofing Contractors,"roofing_contractor, point_of_interest, establishment",4.8,158,+1 219-224-3470,"6064 Lute Rd, Portage, IN 46368, United States",,,,https://alamoroofingcontractors.com/,alamocustomerservice@alamoroof.com,google_places,41.5581948,-87.1804477,https://www.google.com/maps/place/?q=place_id:ChIJaWO0nkiVEYgRa3ovat1hRVI,https://www.instagram.com/alamo.roofing.contractors/,https://www.facebook.com/tr,,https://www.youtube.com/embed/nyV52ivPCO8
Anytime Roofing PLLC,"roofing_contractor, point_of_interest, establishment",5,72,+1 630-376-8391,"700 Commerce Dr #500, Oak Brook, IL 60523, United States",,,,http://www.anytimeroofing.net/,info@anytimeroofing.net,google_places,41.8514825,-87.9376211,https://www.google.com/maps/place/?q=place_id:ChIJ3UvxZWdNDogR8P8w3Fj_ZUw,,https://www.facebook.com/roofinganytime,,
Fritz Roofing Service,"roofing_contractor, point_of_interest, establishment",4.4,52,+1 847-641-4155,"1508 E Algonquin Rd, Mt Prospect, IL 60005, United States",,,,https://www.fritzroofingservices.com/,info@fritzroofingservices.com,google_places,42.0309809,-87.9466722,https://www.google.com/maps/place/?q=place_id:ChIJFzQW4Gm3D4gRyzG1WQvWFdQ,,https://www.facebook.com/sharer/sharer.php,,
Reliable Roofing,"roofing_contractor, general_contractor, point_of_interest, establishment",4.8,25,+1 815-981-9898,"450 IL-22, Lake Zurich, IL 60047, United States",,,,https://reliable-roofing.com/,anrada@zanditerra.bizml.ru,google_places,42.1979978,-88.0746198,https://www.google.com/maps/place/?q=place_id:ChIJMYrNXj6iD4gRL9tVI_5ibpE,,https://www.facebook.com/Reliable-Roofing-1854413538122164/,,https://www.youtube.com/embed/sL9nBXxkHBE
Nick's Roofing and Siding,"roofing_contractor, point_of_interest, establishment",4.6,68,,"1901 Raymond Dr, Northbrook, IL 60062, United States",,,,https://nicksroofingsiding.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-primary-link,,google_places,42.111204,-87.8268185,https://www.google.com/maps/place/?q=place_id:ChIJkevZ3-rlDogRtP4I9pJ8k4Y,,https://www.facebook.com/Nicks-Roofing-Siding-104537718597326,,
Midwest Pro Roofing,"roofing_contractor, point_of_interest, establishment",4.4,35,+1 773-528-8000,"2502 N Clark St, Chicago, IL 60614, United States",,,,https://www.midwestroofingchicago.com/,,google_places,41.9277928,-87.64235049999999,https://www.google.com/maps/place/?q=place_id:ChIJ33u5SgzTD4gR9mznv9oW9a4,,,,
Capital Roofing LLC,"roofing_contractor, point_of_interest, establishment",4.9,51,+1 224-534-9027,"6310 N Milwaukee Ave, Chicago, IL 60646, United States",,,,http://www.capitalroofingchicago.com/,,google_places,41.995378,-87.786294,https://www.google.com/maps/place/?q=place_id:ChIJC6cghRvND4gRbP6Y2yygw80,https://instagram.com/capitalroofingchicago/,https://www.facebook.com/caproofing,,https://www.youtube.com/capitalroofingchicago
Sealed Tight Roofing inc,"roofing_contractor, point_of_interest, establishment",5,75,+1 630-631-7496,"242 N York St, Elmhurst, IL 60126, United States",,,,https://www.sealedtightroofingandpaving.com/,sealedtightroofinginc@gmail.com,google_places,41.9050357,-87.9405434,https://www.google.com/maps/place/?q=place_id:ChIJreqei9-zD4gROr0bTBb_OMQ,https://www.instagram.com/sealedtightroofing/,,,
Villa Roofing,"roofing_contractor, point_of_interest, establishment",4.6,23,+1 224-245-9177,"1026 S River Rd, Des Plaines, IL 60016, United States",,,,,,google_places,42.0349145,-87.8823316,https://www.google.com/maps/place/?q=place_id:ChIJBftFWV-xD4gR_xum-k1Rtfc,,,,
"Ameribuild & Roofing, Inc.","roofing_contractor, point_of_interest, establishment",4.9,46,+1 773-282-7700,"6124 W Warwick Ave, Chicago, IL 60634, United States",,,,https://www.ameri-build.com/,,google_places,41.9486791,-87.78009879999999,https://www.google.com/maps/place/?q=place_id:ChIJYQd0vYjLD4gR4H9FDwnFWAs,,https://facebook.com/Ameribuild,,https://www.youtube.com/embed/YkNuYmFNywc
APR Roofing,"roofing_contractor, point_of_interest, establishment",4.8,19,+1 773-930-9861,"6351 W Montrose Ave, Chicago, IL 60634, United States",,,,https://www.aprroofingchicago.com/,allprocontracting23@yahoo.com,google_places,41.9599375,-87.7863852,https://www.google.com/maps/place/?q=place_id:ChIJEU1DfO3LD4gR45hZg1Jw6zo,,,,https://www.youtube.com/channel/UCoJ30i5rM9h3JMqLcjyeveg
Cittrix Roofing,"roofing_contractor, point_of_interest, establishment",5,115,+1 847-665-1950,"1674 Barclay Blvd, Buffalo Grove, IL 60089, United States",,,,https://cittrix.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,,google_places,42.1807953,-87.937377,https://www.google.com/maps/place/?q=place_id:ChIJRxSHuKeXD4gRJBmHDMJXZdI,https://www.instagram.com/cittrixroofing/,https://www.facebook.com/Cittrix-Roofing-324850384865699,,
"Andres Roofing & Construction, Inc.","roofing_contractor, point_of_interest, general_contractor, establishment",4,36,+1 773-508-1723,"2736 W Touhy Ave, Chicago, IL 60645, United States",,,,http://www.andresroofing1.com/,info@andresroofing1.com,google_places,42.0122608,-87.6987489,https://www.google.com/maps/place/?q=place_id:ChIJVUBKairOD4gR5IlJHqF6h64,,https://www.facebook.com/search/134816479900295/local_search,,
"Davis Roofing, Co.","roofing_contractor, point_of_interest, establishment",4.5,57,+1 630-948-5000,"36 Industrial Rd, Addison, IL 60101, United States",,,,https://davisroofing.us/,davisroof1@outlook.com,google_places,41.9176761,-87.9904813,https://www.google.com/maps/place/?q=place_id:ChIJ1bqJpl2tD4gRpH5JXYeOvag,https://instagram.com/davisroofingil,https://www.facebook.com/davisroofingil/,,
Sparta Roofing,"roofing_contractor, point_of_interest, store, establishment",5,24,+1 630-216-9297,"533 W North Ave Suite LL70, Elmhurst, IL 60126, United States",,,,http://spartaroofingil.com/,hello@spartaroofingil.com,google_places,41.9061945,-87.959578,https://www.google.com/maps/place/?q=place_id:ChIJqS969_jz4S0ROe1qICWnP9A,,http://www.facebook.com/2008/fbml,,
Topline Roofing dba Pro Services Roofing Contractors,"roofing_contractor, insurance_agency, point_of_interest, establishment",5,110,+1 773-814-6005,"8513 Crain St, Niles, IL 60714, United States",,,,https://toplineadjusting.com/,Arlington Heights IL 60004,google_places,42.0375765,-87.8389011,https://www.google.com/maps/place/?q=place_id:ChIJtTyJIT7ID4gRHN7hoaxIHbw,,https://www.facebook.com/p/TopLine-Adjusting-Inc-100076175261762/,,https://www.youtube.com/watch
Chicago Roofing Assistance,"roofing_contractor, point_of_interest, establishment",5,15,+1 773-620-0038,"2923 N Milwaukee Ave Suite# 316, Chicago, IL 60618, United States",,,,http://chicagoroofingassistance.com/,,google_places,41.9345531,-87.7158262,https://www.google.com/maps/place/?q=place_id:ChIJZ89BUpc7DogRBlJirXck8VQ,,,,
El Diamante Roofing & Construction Inc.,"roofing_contractor, point_of_interest, establishment",4.8,24,+1 708-228-8006,"5934 W 26th St, Cicero, IL 60804, United States",,,,https://eldiamanteroofing.com/,eldiamanteroofing@gmail.com,google_places,41.8437382,-87.77281649999999,https://www.google.com/maps/place/?q=place_id:ChIJK6d4mTSSkWER-QILYjiCeKE,https://www.instagram.com/eldiamanteroofing_,https://www.facebook.com/eldiamanteroofing,https://www.tiktok.com/@wix,
A Grade Construction Inc. Roofing Services | Masonry Services | Rope Wall Access Services.,"roofing_contractor, point_of_interest, general_contractor, establishment",4.9,63,+1 773-630-2067,"3016 S Spaulding Ave, Chicago, IL 60623, United States",,,,http://www.agradeconstructionandroofing.com/,info@agradeconstructionandroofing.com,google_places,41.8384799,-87.7075366,https://www.google.com/maps/place/?q=place_id:ChIJJZmy_P8zDogRuWSAbPukpNk,https://www.instagram.com/a_grade_construction_/,https://www.facebook.com/profile.php,https://www.tiktok.com/@agradeconstruction,
AFR Roofing & Construction PLLC.,"roofing_contractor, point_of_interest, establishment",5,9,+1 312-877-7549,"1965 W Pershing Rd, Chicago, IL 60609, United States",,,,https://afr-roofing.com/,Brandon@afr-roofing.com,google_places,41.822086,-87.67467099999999,https://www.google.com/maps/place/?q=place_id:ChIJQbWOBBAuDogRQ4EPrhoiQwU,,,,
Expert Super Seal Roofing & Tuckpointing,"roofing_contractor, point_of_interest, general_contractor, establishment",4.5,66,+1 773-993-5668,"1909 W Diversey Pkwy, Chicago, IL 60614, United States",,,,https://www.supersealroofing.com/,fancybox_loading@2x.gif,google_places,41.9321244,-87.67571939999999,https://www.google.com/maps/place/?q=place_id:ChIJD7ikjPTSD4gRQeaf3tjOWZ8,https://www.instagram.com/expert_super_seal/,https://www.facebook.com/Expert-Super-Seal-Roofing-Tuckpointing-2141453212594143/,,https://www.youtube.com/channel/UCYaVD7HTIyUEYUL9_P4ww8w
Buk Roofing,"roofing_contractor, point_of_interest, establishment",5,178,+1 773-577-4019,"3354 N Odell Ave, Chicago, IL 60634, United States",,,,http://bukroofing.com/,info@bukroofing.com,google_places,41.9413296,-87.8108197,https://www.google.com/maps/place/?q=place_id:ChIJPwDppBzKD4gRjDnjAbw4f88,,https://www.facebook.com/bukroofingchicago,,https://www.youtube.com/channel/UClZxuhpkAYuQkODfhfATXxA
Rogers Roofing,"roofing_contractor, point_of_interest, establishment",4.8,1018,+1 219-500-7505,"3023 169th Pl, Hammond, IN 46323, United States",,,,https://www.rogersroofing.com/,,google_places,41.5877274,-87.45630709999999,https://www.google.com/maps/place/?q=place_id:ChIJtbCqCmvfEYgRMmDxQBlCrJs,https://www.instagram.com/rogers_roofing_inc/,https://www.facebook.com/RogersRoofingSidingandWindows/,,
Roofing Repair Guy Franklin Park,"roofing_contractor, point_of_interest, establishment",5,12,+1 847-994-4322,"10116 Pacific Ave, Franklin Park, IL 60131, United States",,,,https://roofing-repair-guy-franklin-park.ueniweb.com/?utm_campaign=gmb,fproofers@gmail.com,google_places,41.9408853,-87.8787433,https://www.google.com/maps/place/?q=place_id:ChIJy6zDDPy1D4gRT7LECnn-ia0,,https://www.facebook.com/share.php,,
Chicago Premier Roofing,"roofing_contractor, point_of_interest, general_contractor, establishment",4.6,45,+1 312-438-1793,"6155 S Archer Ave, Chicago, IL 60638, United States",,,,https://www.chicagopremierroofing.com/,frankroofer1@gmail.com,google_places,41.7939399,-87.7724671,https://www.google.com/maps/place/?q=place_id:ChIJfcSsq18xDogRL_9X4fvtn70,,,,
Midwest Roofing,"roofing_contractor, point_of_interest, establishment",5,188,+1 773-851-2239,"4057 N Narragansett Ave, Chicago, IL 60634, United States",,,,http://www.midwestrenovationservices.com/,midwestrenovationservices@gmail.com,google_places,41.954508,-87.786321,https://www.google.com/maps/place/?q=place_id:ChIJ1xdDiY3LD4gRKaWCphcnRy0,,,,https://www.youtube.com/embed/Lq8CCp1LVdA
RJN Roofing & Remodeling,"roofing_contractor, point_of_interest, establishment",4.1,14,+1 847-965-4777,"6719 Church St, Morton Grove, IL 60053, United States",,,,http://www.glenviewroofing.org/,richardniziolek@gmail.com,google_places,42.0478,-87.79422,https://www.google.com/maps/place/?q=place_id:ChIJz01jxaLID4gRmy7c8ZKAWHU,,,,
R.K. Roofing Co.,"roofing_contractor, point_of_interest, establishment",4.9,65,+1 773-447-2704,"3N 671, West Ave, Bensenville, IL 60106, United States",,,,https://rk-roofing.com/,,google_places,41.9329196,-87.9590182,https://www.google.com/maps/place/?q=place_id:ChIJGYsG_BGzD4gRO3bTZz_eFS0,,https://www.facebook.com/profile.php,,
Durable Roofing,"roofing_contractor, point_of_interest, general_contractor, establishment",4.5,44,+1 708-371-7663,"3836 148th St, Midlothian, IL 60445, United States",,,,https://durableroofing.com/,,google_places,41.62408610000001,-87.7141626,https://www.google.com/maps/place/?q=place_id:ChIJ12b0Jdw8DogR5KBfn9l4S5I,,https://www.facebook.com/DurableRoofing/,,https://www.youtube.com/channel/UCYcDZJUxIGBVTybB9TeOzjw
Roofing Staff & Remodeling Inc,"roofing_contractor, point_of_interest, establishment",5,219,+1 708-540-3433,"11545 183rd Pl Unit 111, Orland Park, IL 60467, United States",,,,http://roofingstaff.com/,,google_places,41.5548384,-87.8990907,https://www.google.com/maps/place/?q=place_id:ChIJXapFRAc9DogRpl4dU4Q4v68,,,,
"Champion Roofing, Inc.","roofing_contractor, general_contractor, point_of_interest, establishment",4.8,208,+1 847-673-7663,"219 William St, Bensenville, IL 60106, United States",,,,https://championroofing.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,info@championroofing.com,google_places,41.9348772,-87.9478285,https://www.google.com/maps/place/?q=place_id:ChIJJdDcXXGzD4gRJeqkOc9zJu0,,https://www.facebook.com/ChampionRoofingChicago/,,
Lion Roofing Corporation,"roofing_contractor, insurance_agency, point_of_interest, establishment",4.9,77,+1 847-312-0666,"1773 E Oakton St, Des Plaines, IL 60018, United States",,,,http://www.lionroofingchicago.com/,,google_places,42.0241209,-87.8801761,https://www.google.com/maps/place/?q=place_id:ChIJ88pAbbrLD4gRV0Dm56exWUk,,https://www.facebook.com/profile.php,,
Max Roofing,"roofing_contractor, point_of_interest, establishment",5,76,+1 773-766-9988,"23 W Fullerton Ave, Addison, IL 60101, United States",,,,https://www.maxroofings.com/,contact@maxroofings.com,google_places,41.919636,-87.9899026,https://www.google.com/maps/place/?q=place_id:ChIJC6FZB_hNDogRKbUJI96AM7Q,https://www.instagram.com/max.roofing/,https://www.facebook.com/max.roofing2008/,,
Chandler Family Roofing,"roofing_contractor, point_of_interest, establishment",4.7,202,+1 773-858-2393,"7024 S Calumet Ave, Chicago, IL 60637, United States",,,,https://chandlerfamilyroof.com/,milenabbrandao@gmail.com,google_places,41.76674149999999,-87.6173556,https://www.google.com/maps/place/?q=place_id:ChIJiQaUkdIoDogR9D36PHiTYnE,https://www.instagram.com/chandlerfamilyroofing,,https://www.tiktok.com/@daniel_chandler20,https://www.youtube.com/channel/UCqex1zOp_xq1EnMMwzNkNGA
Windy City Roofing and Siding Contractors,"roofing_contractor, point_of_interest, establishment",5,135,+1 847-549-3731,"568 Weidner Rd, Buffalo Grove, IL 60089, United States",,,,https://windycontractors.com/,,google_places,42.1439968,-87.97999399999999,https://www.google.com/maps/place/?q=place_id:ChIJXQCXgoO8D4gRONm8sXOnxko,,,,https://www.youtube.com/embed/UGr6Cj9XAik
SWS Roofing,"roofing_contractor, general_contractor, point_of_interest, establishment",4.8,76,+1 708-237-2222,"15255 S 94th Ave, Orland Park, IL 60462, United States",,,,https://swsroofing.com/orland-park-il/,pete@swsroofing.com,google_places,41.6140814,-87.84783879999999,https://www.google.com/maps/place/?q=place_id:ChIJmwpz97dpDogRZ7fCAdSyhts,,https://www.facebook.com/swsroofing/,,https://www.youtube.com/channel/UCkjQH6Ev99PZ71hpSG4uOtQ/about
Roofing By Hernandez,"roofing_contractor, general_contractor, point_of_interest, establishment",4.7,190,+1 312-439-0556,"3033 N Clark St, Chicago, IL 60657, United States",,,,https://www.roofingbyhernandez.com/,info@roofingbyhernandez.com,google_places,41.9372941,-87.6483622,https://www.google.com/maps/place/?q=place_id:ChIJp8XTDv4xDogRpla0Gvmh_x4,,https://www.facebook.com/Roofing-By-Hernandez-Inc-155400027833047/,,https://www.youtube.com/channel/UCDr3PWVHC2jJytiG4vxuawQ
Leak Stop Roofing,"roofing_contractor, point_of_interest, establishment",4.4,14,+1 847-719-2775,"21660 Old Barn Ln, Lake Zurich, IL 60047, United States",,,,https://www.leakstoproofing.com/,info@leakstoproofing.com,google_places,42.2110131,-88.0559191,https://www.google.com/maps/place/?q=place_id:ChIJa2QpX3uiD4gRnPXR-hpqXOU,,,,
"Total Roofing & Construction Services, Inc.","roofing_contractor, general_contractor, point_of_interest, establishment",4.7,210,+1 708-201-7550,"833 E 158th St, Dolton, IL 60419, United States",,,,http://totalroofingandconstruction.com/,address@name.com,google_places,41.607789,-87.59625450000001,https://www.google.com/maps/place/?q=place_id:ChIJ80Lp8aIhDogRiAsGlhlZzOM,https://www.instagram.com/totalroofing/,https://www.facebook.com/TotalRoofingandConstruction,,https://www.youtube.com/watch
"Davis Roofing, Co.","roofing_contractor, point_of_interest, establishment",4.5,10,+1 847-255-1234,"126 E Wing St, Arlington Heights, IL 60004, United States",,,,https://davisroofing.us/,davisroof1@outlook.com,google_places,42.0839909,-87.98129039999999,https://www.google.com/maps/place/?q=place_id:ChIJaWY2FfK6D4gRv4TyOzVOBqo,https://instagram.com/davisroofingil,https://www.facebook.com/davisroofingil/,,
Chicago Roofing Company,"roofing_contractor, point_of_interest, establishment",5,79,+1 773-732-3694,"4222 N Keystone Ave, Chicago, IL 60641, United States",,,,https://roofingandpergola.com/,info@bukroofing.com,google_places,41.9579832,-87.72975559999999,https://www.google.com/maps/place/?q=place_id:ChIJ6YHqySHND4gRW1atTCplBXA,,,,
